Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season
E2,2020-10-03,Peterboro,Swindon,3.0,1.0,H,2021
E2,2020-10-03,Rochdale,Fleetwood Town,2.0,1.0,H,2021
E2,2020-10-03,Shrewsbury,Gillingham,1.0,1.0,D,2021
E2,2020-10-03,Wigan,Doncaster,1.0,0.0,H,2021
E2,2020-10-09,Fleetwood Town,Hull,4.0,1.0,H,2021
E2,2020-10-10,Gillingham,Oxford,3.0,1.0,H,2021
E2,2020-10-10,Accrington,Rochdale,2.0,1.0,H,2021
E2,2020-10-10,Blackpool,Ipswich,1.0,4.0,A,2021
E2,2020-10-10,Crewe,Wigan,3.0,0.0,H,2021
E2,2020-10-10,Lincoln,Bristol Rvs,1.0,2.0,A,2021
E2,2020-10-10,Northampton,Peterboro,0.0,2.0,A,2021
E2,2020-10-10,Plymouth,Burton,2.0,0.0,H,2021
E2,2020-10-10,Portsmouth,Milton Keynes Dons,2.0,1.0,H,2021
E2,2020-10-10,Swindon,AFC Wimbledon,0.0,1.0,A,2021
E2,2020-10-17,Milton Keynes Dons,Gillingham,2.0,0.0,H,2021
E2,2020-10-17,AFC Wimbledon,Shrewsbury,0.0,1.0,A,2021
E2,2020-10-17,Bristol Rvs,Burton,1.0,1.0,D,2021
E2,2020-10-17,Charlton,Wigan,1.0,0.0,H,2021
E2,2020-10-17,Crewe,Blackpool,1.0,1.0,D,2021
E2,2020-10-17,Fleetwood Town,Lincoln,0.0,0.0,D,2021
E2,2020-10-17,Ipswich,Accrington,2.0,0.0,H,2021
E2,2020-10-17,Peterboro,Oxford,2.0,0.0,H,2021
E2,2020-10-17,Plymouth,Northampton,2.0,1.0,H,2021
E2,2020-10-17,Portsmouth,Doncaster,0.0,1.0,A,2021
E2,2020-10-17,Rochdale,Hull,0.0,3.0,A,2021
E2,2020-10-17,Swindon,Sunderland,0.0,2.0,A,2021
E2,2020-10-20,Shrewsbury,Bristol Rvs,0.0,1.0,A,2021
E2,2020-10-20,Gillingham,Portsmouth,0.0,2.0,A,2021
E2,2020-10-20,Accrington,Fleetwood Town,1.0,0.0,H,2021
E2,2020-10-20,Blackpool,Charlton,0.0,1.0,A,2021
E2,2020-10-20,Doncaster,Ipswich,4.0,1.0,H,2021
E2,2020-10-20,Hull,AFC Wimbledon,1.0,0.0,H,2021
E2,2020-10-20,Lincoln,Plymouth,2.0,0.0,H,2021
E2,2020-10-20,Oxford,Milton Keynes Dons,3.0,2.0,H,2021
E2,2020-10-20,Sunderland,Crewe,1.0,0.0,H,2021
E2,2020-10-20,Wigan,Peterboro,0.0,1.0,A,2021
E2,2020-10-20,Burton,Rochdale,0.0,1.0,A,2021
E2,2020-10-20,Northampton,Swindon,2.0,1.0,H,2021
E2,2020-10-24,Gillingham,Fleetwood Town,0.0,2.0,A,2021
E2,2020-10-24,Blackpool,Milton Keynes Dons,1.0,0.0,H,2021
E2,2020-10-24,Burton,AFC Wimbledon,1.0,1.0,D,2021
E2,2020-10-24,Doncaster,Crewe,1.0,2.0,A,2021
E2,2020-10-24,Hull,Peterboro,1.0,2.0,A,2021
E2,2020-10-24,Lincoln,Ipswich,1.0,0.0,H,2021
E2,2020-10-24,Northampton,Charlton,0.0,2.0,A,2021
E2,2020-10-24,Shrewsbury,Rochdale,1.0,2.0,A,2021
E2,2020-10-24,Sunderland,Portsmouth,1.0,3.0,A,2021
E2,2020-10-24,Wigan,Plymouth,1.0,1.0,D,2021
E2,2020-10-27,AFC Wimbledon,Blackpool,1.0,0.0,H,2021
E2,2020-10-27,Bristol Rvs,Hull,1.0,3.0,A,2021
E2,2020-10-27,Charlton,Oxford,2.0,0.0,H,2021
E2,2020-10-27,Crewe,Lincoln,0.0,1.0,A,2021
E2,2020-10-27,Ipswich,Gillingham,1.0,0.0,H,2021
E2,2020-10-27,Milton Keynes Dons,Wigan,2.0,0.0,H,2021
E2,2020-10-27,Peterboro,Burton,2.0,2.0,D,2021
E2,2020-10-27,Fleetwood Town,Shrewsbury,1.0,0.0,H,2021
E2,2020-10-27,Plymouth,Doncaster,2.0,1.0,H,2021
E2,2020-10-27,Portsmouth,Northampton,4.0,0.0,H,2021
E2,2020-10-27,Rochdale,Sunderland,2.0,2.0,D,2021
E2,2020-10-31,Gillingham,Sunderland,0.0,2.0,A,2021
E2,2020-10-31,Burton,Blackpool,1.0,2.0,A,2021
E2,2020-10-31,Doncaster,Lincoln,1.0,0.0,H,2021
E2,2020-10-31,Fleetwood Town,Oxford,2.0,0.0,H,2021
E2,2020-10-31,Ipswich,Crewe,1.0,0.0,H,2021
E2,2020-10-31,Milton Keynes Dons,AFC Wimbledon,1.0,1.0,D,2021
E2,2020-10-31,Peterboro,Shrewsbury,5.0,1.0,H,2021
E2,2020-10-31,Portsmouth,Charlton,0.0,2.0,A,2021
E2,2020-10-31,Rochdale,Bristol Rvs,1.0,1.0,D,2021
E2,2020-10-31,Swindon,Hull,2.0,1.0,H,2021
E2,2020-10-31,Wigan,Northampton,2.0,3.0,A,2021
E2,2020-11-03,Shrewsbury,Burton,1.0,1.0,D,2021
E2,2020-11-03,Blackpool,Wigan,1.0,0.0,H,2021
E2,2020-11-03,Bristol Rvs,Peterboro,0.0,2.0,A,2021
E2,2020-11-03,Charlton,Fleetwood Town,3.0,2.0,H,2021
E2,2020-11-03,Crewe,Gillingham,0.0,1.0,A,2021
E2,2020-11-03,Lincoln,Portsmouth,1.0,3.0,A,2021
E2,2020-11-03,Oxford,Rochdale,3.0,1.0,H,2021
E2,2020-11-03,Plymouth,Swindon,4.0,2.0,H,2021
E2,2020-11-03,Sunderland,Ipswich,2.0,1.0,H,2021
E2,2020-11-03,AFC Wimbledon,Doncaster,2.0,2.0,D,2021
E2,2020-11-03,Northampton,Milton Keynes Dons,0.0,0.0,D,2021
E2,2020-11-14,Bristol Rvs,Fleetwood Town,1.0,4.0,A,2021
E2,2020-11-14,Crewe,Peterboro,2.0,0.0,H,2021
E2,2020-11-14,Hull,Burton,2.0,0.0,H,2021
E2,2020-11-14,Northampton,Accrington,0.0,1.0,A,2021
E2,2020-11-14,Shrewsbury,Swindon,3.0,3.0,D,2021
E2,2020-11-14,Sunderland,Milton Keynes Dons,1.0,2.0,A,2021
E2,2020-11-16,Plymouth,Portsmouth,2.0,2.0,D,2021
E2,2020-11-17,Oxford,Crewe,0.0,2.0,A,2021
E2,2020-11-17,Swindon,Accrington,0.0,3.0,A,2021
E2,2020-11-21,Gillingham,Charlton,1.0,1.0,D,2021
E2,2020-11-21,Accrington,Lincoln,0.0,0.0,D,2021
E2,2020-11-21,Burton,Northampton,1.0,3.0,A,2021
E2,2020-11-21,Doncaster,Sunderland,1.0,1.0,D,2021
E2,2020-11-21,Fleetwood Town,Plymouth,5.0,1.0,H,2021
E2,2020-11-21,Ipswich,Shrewsbury,2.0,1.0,H,2021
E2,2020-11-21,Milton Keynes Dons,Hull,1.0,3.0,A,2021
E2,2020-11-21,Peterboro,Blackpool,1.0,2.0,A,2021
E2,2020-11-21,Portsmouth,Crewe,4.0,1.0,H,2021
E2,2020-11-21,Rochdale,AFC Wimbledon,0.0,1.0,A,2021
E2,2020-11-21,Swindon,Bristol Rvs,1.0,0.0,H,2021
E2,2020-11-21,Wigan,Oxford,1.0,2.0,A,2021
E2,2020-11-24,Gillingham,AFC Wimbledon,2.0,1.0,H,2021
E2,2020-11-24,Accrington,Crewe,1.0,0.0,H,2021
E2,2020-11-24,Burton,Charlton,4.0,2.0,H,2021
E2,2020-11-24,Doncaster,Blackpool,3.0,2.0,H,2021
E2,2020-11-24,Ipswich,Hull,0.0,3.0,A,2021
E2,2020-11-24,Milton Keynes Dons,Shrewsbury,2.0,2.0,D,2021
E2,2020-11-24,Peterboro,Plymouth,1.0,0.0,H,2021
E2,2020-11-24,Portsmouth,Oxford,1.0,1.0,D,2021
E2,2020-11-24,Rochdale,Northampton,1.0,1.0,D,2021
E2,2020-11-24,Swindon,Lincoln,0.0,1.0,A,2021
E2,2020-11-24,Wigan,Bristol Rvs,0.0,0.0,D,2021
E2,2020-11-27,Fleetwood Town,Sunderland,1.0,1.0,D,2021
E2,2020-11-28,Ipswich,Charlton,0.0,2.0,A,2021
E2,2020-11-28,Oxford,Swindon,1.0,2.0,A,2021
E2,2020-12-01,Blackpool,Portsmouth,1.0,0.0,H,2021
E2,2020-12-01,Crewe,Swindon,4.0,2.0,H,2021
E2,2020-12-01,Lincoln,Wigan,2.0,1.0,H,2021
E2,2020-12-01,Oxford,Ipswich,0.0,0.0,D,2021
E2,2020-12-01,Sunderland,Burton,1.0,1.0,D,2021
E2,2020-12-01,Northampton,Fleetwood Town,1.0,0.0,H,2021
E2,2020-12-01,Plymouth,Rochdale,0.0,4.0,A,2021
E2,2020-12-02,AFC Wimbledon,Peterboro,2.0,1.0,H,2021
E2,2020-12-02,Bristol Rvs,Gillingham,0.0,2.0,A,2021
E2,2020-12-02,Hull,Doncaster,2.0,1.0,H,2021
E2,2020-12-02,Charlton,Milton Keynes Dons,0.0,1.0,A,2021
E2,2020-12-02,Shrewsbury,Accrington,2.0,2.0,D,2021
E2,2020-12-05,Gillingham,Swindon,2.0,0.0,H,2021
E2,2020-12-05,Accrington,Milton Keynes Dons,2.0,1.0,H,2021
E2,2020-12-05,AFC Wimbledon,Bristol Rvs,2.0,4.0,A,2021
E2,2020-12-05,Burton,Crewe,1.0,1.0,D,2021
E2,2020-12-05,Fleetwood Town,Blackpool,0.0,1.0,A,2021
E2,2020-12-05,Northampton,Doncaster,0.0,2.0,A,2021
E2,2020-12-05,Oxford,Hull,1.0,1.0,D,2021
E2,2020-12-05,Plymouth,Ipswich,1.0,2.0,A,2021
E2,2020-12-05,Portsmouth,Peterboro,2.0,0.0,H,2021
E2,2020-12-05,Rochdale,Lincoln,0.0,2.0,A,2021
E2,2020-12-05,Shrewsbury,Charlton,1.0,1.0,D,2021
E2,2020-12-05,Sunderland,Wigan,0.0,1.0,A,2021
E2,2020-12-12,Blackpool,Oxford,0.0,0.0,D,2021
E2,2020-12-12,Bristol Rvs,Plymouth,3.0,0.0,H,2021
E2,2020-12-12,Charlton,AFC Wimbledon,5.0,2.0,H,2021
E2,2020-12-12,Crewe,Northampton,2.0,1.0,H,2021
E2,2020-12-12,Doncaster,Gillingham,2.0,1.0,H,2021
E2,2020-12-12,Hull,Shrewsbury,0.0,1.0,A,2021
E2,2020-12-12,Ipswich,Portsmouth,0.0,2.0,A,2021
E2,2020-12-12,Lincoln,Sunderland,0.0,4.0,A,2021
E2,2020-12-12,Milton Keynes Dons,Burton,1.0,1.0,D,2021
E2,2020-12-12,Peterboro,Rochdale,4.0,1.0,H,2021
E2,2020-12-12,Swindon,Fleetwood Town,0.0,1.0,A,2021
E2,2020-12-12,Wigan,Accrington,4.0,3.0,H,2021
E2,2020-12-15,Gillingham,Accrington,0.0,2.0,A,2021
E2,2020-12-15,Blackpool,Hull,3.0,2.0,H,2021
E2,2020-12-15,Crewe,Plymouth,2.0,1.0,H,2021
E2,2020-12-15,Doncaster,Swindon,2.0,1.0,H,2021
E2,2020-12-15,Lincoln,Shrewsbury,0.0,1.0,A,2021
E2,2020-12-15,Sunderland,AFC Wimbledon,1.0,1.0,D,2021
E2,2020-12-15,Wigan,Rochdale,0.0,5.0,A,2021
E2,2020-12-15,Ipswich,Burton,2.0,1.0,H,2021
E2,2020-12-15,Milton Keynes Dons,Peterboro,1.0,1.0,D,2021
E2,2020-12-15,Oxford,Northampton,4.0,0.0,H,2021
E2,2020-12-15,Portsmouth,Fleetwood Town,0.0,0.0,D,2021
E2,2020-12-18,Hull,Portsmouth,0.0,2.0,A,2021
E2,2020-12-19,Rochdale,Gillingham,1.0,4.0,A,2021
E2,2020-12-19,Accrington,Blackpool,0.0,0.0,D,2021
E2,2020-12-19,AFC Wimbledon,Crewe,1.0,2.0,A,2021
E2,2020-12-19,Burton,Doncaster,1.0,3.0,A,2021
E2,2020-12-19,Fleetwood Town,Wigan,1.0,1.0,D,2021
E2,2020-12-19,Northampton,Lincoln,0.0,4.0,A,2021
E2,2020-12-19,Plymouth,Milton Keynes Dons,1.0,0.0,H,2021
E2,2020-12-19,Swindon,Charlton,2.0,2.0,D,2021
E2,2020-12-22,Doncaster,Shrewsbury,0.0,1.0,A,2021
E2,2020-12-26,Charlton,Plymouth,2.0,2.0,D,2021
E2,2020-12-26,Crewe,Fleetwood Town,1.0,1.0,D,2021
E2,2020-12-26,Lincoln,Burton,5.0,1.0,H,2021
E2,2020-12-26,Milton Keynes Dons,Bristol Rvs,2.0,0.0,H,2021
E2,2020-12-26,Oxford,AFC Wimbledon,2.0,0.0,H,2021
E2,2020-12-26,Wigan,Shrewsbury,1.0,1.0,D,2021
E2,2020-12-29,Burton,Wigan,3.0,4.0,A,2021
E2,2020-12-29,Swindon,Milton Keynes Dons,1.0,4.0,A,2021
E2,2020-12-29,Northampton,Gillingham,3.0,1.0,H,2021
E2,2020-12-29,Plymouth,Oxford,2.0,3.0,A,2021
E2,2020-12-29,Shrewsbury,Blackpool,1.0,0.0,H,2021
E2,2021-01-02,AFC Wimbledon,Lincoln,1.0,2.0,A,2021
E2,2021-01-02,Bristol Rvs,Blackpool,2.0,1.0,H,2021
E2,2021-01-02,Burton,Oxford,1.0,5.0,A,2021
E2,2021-01-02,Hull,Charlton,2.0,0.0,H,2021
E2,2021-01-02,Northampton,Sunderland,0.0,0.0,D,2021
E2,2021-01-02,Plymouth,Gillingham,1.0,0.0,H,2021
E2,2021-01-08,Charlton,Accrington,0.0,2.0,A,2021
E2,2021-01-09,Lincoln,Peterboro,1.0,1.0,D,2021
E2,2021-01-09,Gillingham,Burton,0.0,1.0,A,2021
E2,2021-01-09,Rochdale,Crewe,3.0,3.0,D,2021
E2,2021-01-09,Ipswich,Swindon,2.0,3.0,A,2021
E2,2021-01-09,Sunderland,Hull,1.0,1.0,D,2021
E2,2021-01-12,Charlton,Rochdale,4.0,4.0,D,2021
E2,2021-01-16,AFC Wimbledon,Sunderland,0.0,3.0,A,2021
E2,2021-01-16,Accrington,Gillingham,0.0,1.0,A,2021
E2,2021-01-16,Bristol Rvs,Charlton,0.0,1.0,A,2021
E2,2021-01-16,Burton,Ipswich,0.0,1.0,A,2021
E2,2021-01-16,Fleetwood Town,Portsmouth,0.0,1.0,A,2021
E2,2021-01-16,Hull,Blackpool,1.0,1.0,D,2021
E2,2021-01-16,Peterboro,Milton Keynes Dons,3.0,0.0,H,2021
E2,2021-01-16,Plymouth,Crewe,1.0,1.0,D,2021
E2,2021-01-16,Rochdale,Wigan,3.0,3.0,D,2021
E2,2021-01-16,Swindon,Doncaster,1.0,2.0,A,2021
E2,2021-01-19,Hull,Accrington,3.0,0.0,H,2021
E2,2021-01-19,Peterboro,Charlton,2.0,1.0,H,2021
E2,2021-01-19,Crewe,Bristol Rvs,3.0,2.0,H,2021
E2,2021-01-19,Doncaster,Rochdale,1.0,0.0,H,2021
E2,2021-01-19,Milton Keynes Dons,Fleetwood Town,3.0,1.0,H,2021
E2,2021-01-19,Portsmouth,AFC Wimbledon,4.0,0.0,H,2021
E2,2021-01-19,Sunderland,Plymouth,1.0,2.0,A,2021
E2,2021-01-23,Charlton,Swindon,2.0,2.0,D,2021
E2,2021-01-23,Crewe,AFC Wimbledon,1.0,1.0,D,2021
E2,2021-01-23,Gillingham,Rochdale,2.0,2.0,D,2021
E2,2021-01-23,Ipswich,Peterboro,0.0,1.0,A,2021
E2,2021-01-23,Lincoln,Northampton,2.0,1.0,H,2021
E2,2021-01-23,Oxford,Bristol Rvs,2.0,0.0,H,2021
E2,2021-01-23,Portsmouth,Hull,0.0,4.0,A,2021
E2,2021-01-23,Sunderland,Shrewsbury,1.0,0.0,H,2021
E2,2021-01-23,Wigan,Fleetwood Town,0.0,0.0,D,2021
E2,2021-01-26,Accrington,Hull,2.0,0.0,H,2021
E2,2021-01-26,Gillingham,Crewe,4.0,1.0,H,2021
E2,2021-01-26,Doncaster,AFC Wimbledon,2.0,0.0,H,2021
E2,2021-01-26,Milton Keynes Dons,Charlton,0.0,1.0,A,2021
E2,2021-01-26,Peterboro,Bristol Rvs,0.0,0.0,D,2021
E2,2021-01-26,Portsmouth,Lincoln,0.0,1.0,A,2021
E2,2021-01-26,Rochdale,Oxford,3.0,4.0,A,2021
E2,2021-01-26,Swindon,Plymouth,0.0,2.0,A,2021
E2,2021-01-26,Wigan,Blackpool,0.0,5.0,A,2021
E2,2021-01-26,Fleetwood Town,Northampton,0.0,0.0,D,2021
E2,2021-01-26,Ipswich,Sunderland,0.0,1.0,A,2021
E2,2021-01-30,Sunderland,Gillingham,2.0,2.0,D,2021
E2,2021-01-30,AFC Wimbledon,Milton Keynes Dons,0.0,2.0,A,2021
E2,2021-01-30,Bristol Rvs,Rochdale,1.0,2.0,A,2021
E2,2021-01-30,Crewe,Ipswich,1.0,1.0,D,2021
E2,2021-01-30,Hull,Swindon,1.0,0.0,H,2021
E2,2021-01-30,Lincoln,Doncaster,0.0,1.0,A,2021
E2,2021-01-30,Oxford,Fleetwood Town,1.0,0.0,H,2021
E2,2021-01-30,Plymouth,Accrington,2.0,2.0,D,2021
E2,2021-01-30,Shrewsbury,Peterboro,2.0,0.0,H,2021
E2,2021-02-02,Swindon,Wigan,1.0,0.0,H,2021
E2,2021-02-02,Accrington,Bristol Rvs,6.0,1.0,H,2021
E2,2021-02-02,Blackpool,Northampton,2.0,0.0,H,2021
E2,2021-02-02,Charlton,Portsmouth,1.0,3.0,A,2021
E2,2021-02-02,Shrewsbury,Crewe,0.0,1.0,A,2021
E2,2021-02-05,Gillingham,Lincoln,0.0,3.0,A,2021
E2,2021-02-06,Accrington,Northampton,0.0,0.0,D,2021
E2,2021-02-06,Burton,Hull,1.0,0.0,H,2021
E2,2021-02-06,Doncaster,Oxford,3.0,2.0,H,2021
E2,2021-02-06,Fleetwood Town,Bristol Rvs,0.0,0.0,D,2021
E2,2021-02-06,Ipswich,Blackpool,2.0,0.0,H,2021
E2,2021-02-06,Milton Keynes Dons,Sunderland,2.0,2.0,D,2021
E2,2021-02-06,Peterboro,Crewe,2.0,0.0,H,2021
E2,2021-02-06,Portsmouth,Plymouth,2.0,2.0,D,2021
E2,2021-02-06,Rochdale,Charlton,0.0,2.0,A,2021
E2,2021-02-06,Swindon,Shrewsbury,0.0,1.0,A,2021
E2,2021-02-06,Wigan,AFC Wimbledon,2.0,3.0,A,2021
E2,2021-02-09,Accrington,Plymouth,0.0,1.0,A,2021
E2,2021-02-09,Bristol Rvs,Oxford,0.0,2.0,A,2021
E2,2021-02-09,Hull,Lincoln,0.0,0.0,D,2021
E2,2021-02-09,Northampton,Wigan,0.0,1.0,A,2021
E2,2021-02-09,Peterboro,Ipswich,2.0,1.0,H,2021
E2,2021-02-09,Portsmouth,Swindon,2.0,0.0,H,2021
E2,2021-02-09,Rochdale,Milton Keynes Dons,1.0,4.0,A,2021
E2,2021-02-09,Shrewsbury,Sunderland,2.0,1.0,H,2021
E2,2021-02-09,Fleetwood Town,Doncaster,3.0,1.0,H,2021
E2,2021-02-13,Charlton,Gillingham,2.0,3.0,A,2021
E2,2021-02-13,Hull,Milton Keynes Dons,0.0,1.0,A,2021
E2,2021-02-13,Northampton,Burton,0.0,2.0,A,2021
E2,2021-02-13,Plymouth,Fleetwood Town,1.0,0.0,H,2021
E2,2021-02-13,Sunderland,Doncaster,4.0,1.0,H,2021
E2,2021-02-14,Oxford,Wigan,2.0,1.0,H,2021
E2,2021-02-14,Lincoln,Accrington,2.0,2.0,D,2021
E2,2021-02-16,Gillingham,Peterboro,1.0,3.0,A,2021
E2,2021-02-16,Blackpool,Rochdale,1.0,0.0,H,2021
E2,2021-02-16,Bristol Rvs,Portsmouth,3.0,1.0,H,2021
E2,2021-02-16,Ipswich,Northampton,0.0,0.0,D,2021
E2,2021-02-17,Wigan,Hull,0.0,5.0,A,2021
E2,2021-02-17,Doncaster,Accrington,0.0,1.0,A,2021
E2,2021-02-20,Gillingham,Bristol Rvs,2.0,0.0,H,2021
E2,2021-02-20,Accrington,Shrewsbury,1.0,1.0,D,2021
E2,2021-02-20,Burton,Sunderland,0.0,3.0,A,2021
E2,2021-02-20,Doncaster,Hull,3.0,3.0,D,2021
E2,2021-02-20,Fleetwood Town,Charlton,1.0,1.0,D,2021
E2,2021-02-20,Ipswich,Oxford,0.0,0.0,D,2021
E2,2021-02-20,Milton Keynes Dons,Northampton,4.0,3.0,H,2021
E2,2021-02-20,Peterboro,AFC Wimbledon,3.0,0.0,H,2021
E2,2021-02-20,Portsmouth,Blackpool,0.0,1.0,A,2021
E2,2021-02-20,Rochdale,Plymouth,0.0,0.0,D,2021
E2,2021-02-20,Swindon,Crewe,2.0,1.0,H,2021
E2,2021-02-20,Wigan,Lincoln,1.0,2.0,A,2021
E2,2021-02-23,AFC Wimbledon,Gillingham,1.0,0.0,H,2021
E2,2021-02-23,Bristol Rvs,Wigan,1.0,2.0,A,2021
E2,2021-02-23,Charlton,Burton,1.0,2.0,A,2021
E2,2021-02-23,Crewe,Accrington,2.0,0.0,H,2021
E2,2021-02-23,Hull,Ipswich,0.0,1.0,A,2021
E2,2021-02-23,Lincoln,Swindon,2.0,2.0,D,2021
E2,2021-02-23,Northampton,Rochdale,0.0,0.0,D,2021
E2,2021-02-23,Oxford,Portsmouth,0.0,1.0,A,2021
E2,2021-02-23,Shrewsbury,Milton Keynes Dons,4.0,2.0,H,2021
E2,2021-02-23,Sunderland,Fleetwood Town,2.0,0.0,H,2021
E2,2021-02-23,Plymouth,Peterboro,0.0,3.0,A,2021
E2,2021-02-27,AFC Wimbledon,Hull,0.0,3.0,A,2021
E2,2021-02-27,Bristol Rvs,Shrewsbury,2.0,1.0,H,2021
E2,2021-02-27,Charlton,Blackpool,0.0,3.0,A,2021
E2,2021-02-27,Crewe,Sunderland,2.0,2.0,D,2021
E2,2021-02-27,Fleetwood Town,Accrington,1.0,1.0,D,2021
E2,2021-02-27,Ipswich,Doncaster,2.0,1.0,H,2021
E2,2021-02-27,Milton Keynes Dons,Oxford,1.0,1.0,D,2021
E2,2021-02-27,Peterboro,Wigan,2.0,1.0,H,2021
E2,2021-02-27,Plymouth,Lincoln,4.0,3.0,H,2021
E2,2021-02-27,Portsmouth,Gillingham,1.0,1.0,D,2021
E2,2021-02-27,Rochdale,Burton,0.0,2.0,A,2021
E2,2021-02-27,Swindon,Northampton,2.0,1.0,H,2021
E2,2021-03-02,Gillingham,Milton Keynes Dons,3.0,2.0,H,2021
E2,2021-03-02,Wigan,Charlton,0.0,1.0,A,2021
E2,2021-03-02,Accrington,Ipswich,1.0,2.0,A,2021
E2,2021-03-02,Blackpool,Crewe,1.0,1.0,D,2021
E2,2021-03-02,Burton,Bristol Rvs,1.0,0.0,H,2021
E2,2021-03-02,Doncaster,Portsmouth,2.0,1.0,H,2021
E2,2021-03-02,Hull,Rochdale,2.0,0.0,H,2021
E2,2021-03-02,Lincoln,Fleetwood Town,1.0,2.0,A,2021
E2,2021-03-02,Northampton,Plymouth,2.0,0.0,H,2021
E2,2021-03-02,Oxford,Peterboro,0.0,0.0,D,2021
E2,2021-03-02,Shrewsbury,AFC Wimbledon,1.0,1.0,D,2021
E2,2021-03-02,Sunderland,Swindon,1.0,0.0,H,2021
E2,2021-03-06,Gillingham,Ipswich,3.0,1.0,H,2021
E2,2021-03-06,Accrington,Swindon,2.0,1.0,H,2021
E2,2021-03-06,Blackpool,AFC Wimbledon,1.0,1.0,D,2021
E2,2021-03-06,Burton,Peterboro,2.0,1.0,H,2021
E2,2021-03-06,Doncaster,Plymouth,2.0,1.0,H,2021
E2,2021-03-06,Hull,Bristol Rvs,2.0,0.0,H,2021
E2,2021-03-06,Lincoln,Crewe,3.0,0.0,H,2021
E2,2021-03-06,Northampton,Portsmouth,4.0,1.0,H,2021
E2,2021-03-06,Oxford,Charlton,0.0,0.0,D,2021
E2,2021-03-06,Shrewsbury,Fleetwood Town,0.0,2.0,A,2021
E2,2021-03-06,Sunderland,Rochdale,2.0,0.0,H,2021
E2,2021-03-06,Wigan,Milton Keynes Dons,3.0,0.0,H,2021
E2,2021-03-09,AFC Wimbledon,Burton,0.0,1.0,A,2021
E2,2021-03-09,Bristol Rvs,Accrington,4.0,1.0,H,2021
E2,2021-03-09,Charlton,Northampton,2.0,1.0,H,2021
E2,2021-03-09,Crewe,Doncaster,1.0,0.0,H,2021
E2,2021-03-09,Ipswich,Lincoln,1.0,1.0,D,2021
E2,2021-03-09,Milton Keynes Dons,Blackpool,0.0,1.0,A,2021
E2,2021-03-09,Peterboro,Hull,1.0,3.0,A,2021
E2,2021-03-09,Plymouth,Wigan,0.0,2.0,A,2021
E2,2021-03-09,Rochdale,Shrewsbury,0.0,2.0,A,2021
E2,2021-03-09,Swindon,Oxford,1.0,2.0,A,2021
E2,2021-03-09,Fleetwood Town,Gillingham,1.0,0.0,H,2021
E2,2021-03-09,Portsmouth,Sunderland,0.0,2.0,A,2021
E2,2021-03-13,Swindon,Gillingham,1.0,3.0,A,2021
E2,2021-03-13,Blackpool,Fleetwood Town,0.0,0.0,D,2021
E2,2021-03-13,Bristol Rvs,AFC Wimbledon,0.0,0.0,D,2021
E2,2021-03-13,Charlton,Shrewsbury,1.0,1.0,D,2021
E2,2021-03-13,Crewe,Burton,0.0,3.0,A,2021
E2,2021-03-13,Doncaster,Northampton,0.0,0.0,D,2021
E2,2021-03-13,Hull,Oxford,2.0,0.0,H,2021
E2,2021-03-13,Ipswich,Plymouth,1.0,0.0,H,2021
E2,2021-03-13,Lincoln,Rochdale,1.0,2.0,A,2021
E2,2021-03-13,Milton Keynes Dons,Accrington,3.0,2.0,H,2021
E2,2021-03-16,AFC Wimbledon,Wigan,1.0,1.0,D,2021
E2,2021-03-16,Blackpool,Burton,1.0,1.0,D,2021
E2,2021-03-16,Charlton,Bristol Rvs,3.0,2.0,H,2021
E2,2021-03-16,Lincoln,Gillingham,0.0,3.0,A,2021
E2,2021-03-16,Milton Keynes Dons,Plymouth,2.0,1.0,H,2021
E2,2021-03-16,Oxford,Doncaster,3.0,0.0,H,2021
E2,2021-03-16,Peterboro,Portsmouth,1.0,0.0,H,2021
E2,2021-03-16,Fleetwood Town,Ipswich,2.0,0.0,H,2021
E2,2021-03-17,Accrington,Sunderland,0.0,2.0,A,2021
E2,2021-03-20,Portsmouth,Ipswich,2.0,1.0,H,2021
E2,2021-03-20,Accrington,Wigan,3.0,1.0,H,2021
E2,2021-03-20,AFC Wimbledon,Charlton,2.0,2.0,D,2021
E2,2021-03-20,Burton,Milton Keynes Dons,1.0,2.0,A,2021
E2,2021-03-20,Fleetwood Town,Swindon,0.0,2.0,A,2021
E2,2021-03-20,Gillingham,Doncaster,2.0,2.0,D,2021
E2,2021-03-20,Northampton,Crewe,0.0,1.0,A,2021
E2,2021-03-20,Oxford,Blackpool,0.0,2.0,A,2021
E2,2021-03-20,Plymouth,Bristol Rvs,2.0,0.0,H,2021
E2,2021-03-20,Rochdale,Peterboro,3.0,3.0,D,2021
E2,2021-03-20,Shrewsbury,Hull,1.0,1.0,D,2021
E2,2021-03-20,Sunderland,Lincoln,1.0,1.0,D,2021
E2,2021-03-23,Blackpool,Peterboro,3.0,1.0,H,2021
E2,2021-03-23,Bristol Rvs,Swindon,0.0,1.0,A,2021
E2,2021-03-23,Burton,Shrewsbury,1.0,2.0,A,2021
E2,2021-03-23,Northampton,Oxford,1.0,0.0,H,2021
E2,2021-03-26,Oxford,Lincoln,2.0,1.0,H,2021
E2,2021-03-27,AFC Wimbledon,Northampton,1.0,0.0,H,2021
E2,2021-03-27,Blackpool,Plymouth,2.0,2.0,D,2021
E2,2021-03-27,Bristol Rvs,Sunderland,0.0,1.0,A,2021
