Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season
B1,2020-08-08,Club Brugge,Charleroi,0.0,1.0,A,2021
B1,2020-08-08,Antwerp,Mouscron,1.0,1.0,D,2021
B1,2020-08-08,Standard,Cercle Brugge,1.0,0.0,H,2021
B1,2020-08-09,St Truiden,Gent,2.0,1.0,H,2021
B1,2020-08-09,Waregem,Genk,1.0,2.0,A,2021
B1,2020-08-09,Mechelen,Anderlecht,2.0,2.0,D,2021
B1,2020-08-09,Kortrijk,Waasland-Beveren,1.0,3.0,A,2021
B1,2020-08-10,Oud-Heverlee Leuven,Eupen,1.0,1.0,D,2021
B1,2020-08-10,Oostende,Beerschot VA,1.0,2.0,A,2021
B1,2020-08-14,Mouscron,Mechelen,0.0,1.0,A,2021
B1,2020-08-15,Genk,Oud-Heverlee Leuven,1.0,1.0,D,2021
B1,2020-08-15,Charleroi,Oostende,1.0,0.0,H,2021
B1,2020-08-15,Gent,Kortrijk,1.0,2.0,A,2021
B1,2020-08-16,Cercle Brugge,Antwerp,2.0,1.0,H,2021
B1,2020-08-16,Beerschot VA,Waregem,3.0,1.0,H,2021
B1,2020-08-16,Eupen,Club Brugge,0.0,4.0,A,2021
B1,2020-08-16,Anderlecht,St Truiden,3.0,1.0,H,2021
B1,2020-08-17,Waasland-Beveren,Standard,1.0,2.0,A,2021
B1,2020-08-21,Kortrijk,Eupen,0.0,0.0,D,2021
B1,2020-08-22,Waregem,Waasland-Beveren,4.0,1.0,H,2021
B1,2020-08-22,Mechelen,Cercle Brugge,2.0,3.0,A,2021
B1,2020-08-22,Oud-Heverlee Leuven,Charleroi,1.0,3.0,A,2021
B1,2020-08-22,Antwerp,Gent,1.0,0.0,H,2021
B1,2020-08-23,Standard,Genk,0.0,0.0,D,2021
B1,2020-08-23,Club Brugge,Beerschot VA,0.0,1.0,A,2021
B1,2020-08-23,Anderlecht,Mouscron,1.0,1.0,D,2021
B1,2020-08-24,St Truiden,Oostende,0.0,0.0,D,2021
B1,2020-08-28,Oostende,Anderlecht,2.0,2.0,D,2021
B1,2020-08-29,Eupen,St Truiden,1.0,1.0,D,2021
B1,2020-08-29,Cercle Brugge,Kortrijk,0.0,1.0,A,2021
B1,2020-08-29,Waasland-Beveren,Oud-Heverlee Leuven,1.0,3.0,A,2021
B1,2020-08-29,Mouscron,Waregem,0.0,1.0,A,2021
B1,2020-08-30,Genk,Club Brugge,1.0,2.0,A,2021
B1,2020-08-30,Beerschot VA,Standard,0.0,3.0,A,2021
B1,2020-08-30,Charleroi,Antwerp,2.0,0.0,H,2021
B1,2020-08-30,Gent,Mechelen,1.0,0.0,H,2021
B1,2020-09-11,Eupen,Gent,2.0,1.0,H,2021
B1,2020-09-12,Mechelen,Oostende,0.0,1.0,A,2021
B1,2020-09-12,Oud-Heverlee Leuven,Standard,1.0,0.0,H,2021
B1,2020-09-12,Club Brugge,Waasland-Beveren,4.0,1.0,H,2021
B1,2020-09-13,Anderlecht,Cercle Brugge,2.0,0.0,H,2021
B1,2020-09-13,St Truiden,Antwerp,2.0,3.0,A,2021
B1,2020-09-13,Waregem,Charleroi,0.0,2.0,A,2021
B1,2020-09-13,Kortrijk,Mouscron,3.0,0.0,H,2021
B1,2020-09-14,Beerschot VA,Genk,5.0,2.0,H,2021
B1,2020-09-18,Charleroi,Beerschot VA,3.0,1.0,H,2021
B1,2020-09-19,Oostende,Oud-Heverlee Leuven,3.0,1.0,H,2021
B1,2020-09-19,Mouscron,Gent,0.0,1.0,A,2021
B1,2020-09-19,Waasland-Beveren,Anderlecht,2.0,4.0,A,2021
B1,2020-09-20,Waregem,Club Brugge,0.0,6.0,A,2021
B1,2020-09-20,Standard,Kortrijk,2.0,1.0,H,2021
B1,2020-09-20,Genk,Mechelen,3.0,1.0,H,2021
B1,2020-09-20,Antwerp,Eupen,2.0,2.0,D,2021
B1,2020-09-21,Cercle Brugge,St Truiden,3.0,0.0,H,2021
B1,2020-09-25,Kortrijk,Antwerp,1.0,3.0,A,2021
B1,2020-09-26,Beerschot VA,Waasland-Beveren,3.0,2.0,H,2021
B1,2020-09-26,Mechelen,St Truiden,2.0,0.0,H,2021
B1,2020-09-26,Gent,Oud-Heverlee Leuven,2.0,3.0,A,2021
B1,2020-09-27,Standard,Waregem,2.0,2.0,D,2021
B1,2020-09-27,Anderlecht,Eupen,1.0,1.0,D,2021
B1,2020-09-27,Club Brugge,Cercle Brugge,2.0,1.0,H,2021
B1,2020-09-27,Mouscron,Charleroi,1.0,1.0,D,2021
B1,2020-09-28,Genk,Oostende,2.0,2.0,D,2021
B1,2020-10-02,Antwerp,Mechelen,4.0,1.0,H,2021
B1,2020-10-03,Waasland-Beveren,Genk,1.0,1.0,D,2021
B1,2020-10-03,Eupen,Cercle Brugge,1.0,2.0,A,2021
B1,2020-10-03,Oud-Heverlee Leuven,Waregem,2.0,1.0,H,2021
B1,2020-10-03,St Truiden,Kortrijk,0.0,0.0,D,2021
B1,2020-10-04,Club Brugge,Anderlecht,3.0,0.0,H,2021
B1,2020-10-04,Gent,Beerschot VA,5.0,1.0,H,2021
B1,2020-10-04,Charleroi,Standard,1.0,2.0,A,2021
B1,2020-10-04,Oostende,Mouscron,3.0,0.0,H,2021
B1,2020-10-17,Cercle Brugge,Gent,5.0,2.0,H,2021
B1,2020-10-17,Beerschot VA,St Truiden,6.0,3.0,H,2021
B1,2020-10-17,Mechelen,Kortrijk,1.0,2.0,A,2021
B1,2020-10-17,Standard,Club Brugge,1.0,1.0,D,2021
B1,2020-10-18,Waregem,Antwerp,1.0,3.0,A,2021
B1,2020-10-18,Mouscron,Eupen,0.0,2.0,A,2021
B1,2020-10-18,Genk,Charleroi,2.0,1.0,H,2021
B1,2020-10-18,Anderlecht,Oud-Heverlee Leuven,2.0,2.0,D,2021
B1,2020-10-23,Kortrijk,Anderlecht,1.0,3.0,A,2021
B1,2020-10-24,Oud-Heverlee Leuven,Club Brugge,2.0,1.0,H,2021
B1,2020-10-25,Antwerp,Beerschot VA,3.0,2.0,H,2021
B1,2020-10-25,Oostende,Waregem,3.0,0.0,H,2021
B1,2020-10-25,St Truiden,Standard,2.0,0.0,H,2021
B1,2020-10-26,Gent,Genk,1.0,2.0,A,2021
B1,2020-10-30,Genk,Eupen,4.0,0.0,H,2021
B1,2020-10-31,Beerschot VA,Oud-Heverlee Leuven,4.0,2.0,H,2021
B1,2020-10-31,Charleroi,Cercle Brugge,3.0,0.0,H,2021
B1,2020-10-31,Club Brugge,Mechelen,2.0,2.0,D,2021
B1,2020-11-01,Anderlecht,Antwerp,1.0,0.0,H,2021
B1,2020-11-01,Standard,Oostende,1.0,0.0,H,2021
B1,2020-11-01,Waasland-Beveren,Gent,1.0,4.0,A,2021
B1,2020-11-02,Waregem,Kortrijk,1.0,1.0,D,2021
B1,2020-11-06,Mechelen,Charleroi,3.0,3.0,D,2021
B1,2020-11-07,Kortrijk,Beerschot VA,5.0,5.0,D,2021
B1,2020-11-07,Eupen,Waasland-Beveren,1.0,1.0,D,2021
B1,2020-11-07,St Truiden,Genk,1.0,2.0,A,2021
B1,2020-11-08,Antwerp,Standard,1.0,1.0,D,2021
B1,2020-11-08,Oostende,Club Brugge,1.0,3.0,A,2021
B1,2020-11-08,Gent,Anderlecht,1.0,1.0,D,2021
B1,2020-11-08,Cercle Brugge,Waregem,1.0,3.0,A,2021
B1,2020-11-21,Standard,Eupen,2.0,2.0,D,2021
B1,2020-11-21,Oostende,Antwerp,1.0,1.0,D,2021
B1,2020-11-21,Waasland-Beveren,Cercle Brugge,0.0,2.0,A,2021
B1,2020-11-21,Club Brugge,Kortrijk,1.0,0.0,H,2021
B1,2020-11-22,Beerschot VA,Anderlecht,2.0,1.0,H,2021
B1,2020-11-22,Waregem,Mechelen,1.0,2.0,A,2021
B1,2020-11-22,Charleroi,Gent,0.0,1.0,A,2021
B1,2020-11-22,Genk,Mouscron,4.0,1.0,H,2021
B1,2020-11-23,Oud-Heverlee Leuven,St Truiden,2.0,2.0,D,2021
B1,2020-11-24,Waasland-Beveren,Oostende,2.0,0.0,H,2021
B1,2020-11-25,Cercle Brugge,Mouscron,1.0,2.0,A,2021
B1,2020-11-27,Eupen,Charleroi,3.0,1.0,H,2021
B1,2020-11-28,St Truiden,Waasland-Beveren,1.0,1.0,D,2021
B1,2020-11-28,Cercle Brugge,Genk,1.0,5.0,A,2021
B1,2020-11-28,Mouscron,Club Brugge,0.0,0.0,D,2021
B1,2020-11-29,Mechelen,Beerschot VA,2.0,3.0,A,2021
B1,2020-11-29,Gent,Waregem,0.0,3.0,A,2021
B1,2020-11-29,Anderlecht,Standard,0.0,0.0,D,2021
B1,2020-11-29,Kortrijk,Oostende,3.0,1.0,H,2021
B1,2020-11-30,Antwerp,Oud-Heverlee Leuven,3.0,2.0,H,2021
B1,2020-12-01,Mouscron,St Truiden,3.0,2.0,H,2021
B1,2020-12-02,Charleroi,Waasland-Beveren,0.0,2.0,A,2021
B1,2020-12-03,Eupen,Mechelen,1.0,1.0,D,2021
B1,2020-12-04,Waregem,Anderlecht,2.0,2.0,D,2021
B1,2020-12-05,Waasland-Beveren,Mouscron,2.0,0.0,H,2021
B1,2020-12-05,Oud-Heverlee Leuven,Cercle Brugge,2.0,1.0,H,2021
B1,2020-12-05,Club Brugge,St Truiden,1.0,0.0,H,2021
B1,2020-12-06,Genk,Antwerp,4.0,2.0,H,2021
B1,2020-12-06,Beerschot VA,Eupen,0.0,1.0,A,2021
B1,2020-12-06,Standard,Mechelen,2.0,2.0,D,2021
B1,2020-12-06,Oostende,Gent,2.0,1.0,H,2021
B1,2020-12-07,Charleroi,Kortrijk,0.0,0.0,D,2021
B1,2020-12-08,Oud-Heverlee Leuven,Mouscron,2.0,0.0,H,2021
B1,2020-12-11,Anderlecht,Genk,1.0,0.0,H,2021
B1,2020-12-12,Mouscron,Beerschot VA,3.0,1.0,H,2021
B1,2020-12-12,Cercle Brugge,Oostende,0.0,1.0,A,2021
B1,2020-12-12,Kortrijk,Oud-Heverlee Leuven,0.0,3.0,A,2021
B1,2020-12-12,St Truiden,Charleroi,1.0,2.0,A,2021
B1,2020-12-13,Antwerp,Club Brugge,0.0,2.0,A,2021
B1,2020-12-13,Gent,Standard,2.0,1.0,H,2021
B1,2020-12-13,Mechelen,Waasland-Beveren,2.0,3.0,A,2021
B1,2020-12-15,Cercle Brugge,Charleroi,3.0,4.0,A,2021
B1,2020-12-15,Mouscron,Oud-Heverlee Leuven,2.0,2.0,D,2021
B1,2020-12-15,Anderlecht,Oostende,2.0,1.0,H,2021
B1,2020-12-16,Antwerp,Waregem,0.0,1.0,A,2021
B1,2020-12-16,Gent,Waasland-Beveren,3.0,0.0,H,2021
B1,2020-12-16,Kortrijk,Standard,2.0,1.0,H,2021
B1,2020-12-17,Mechelen,Club Brugge,0.0,3.0,A,2021
B1,2020-12-18,Charleroi,Anderlecht,1.0,0.0,H,2021
B1,2020-12-19,Waregem,St Truiden,0.0,2.0,A,2021
B1,2020-12-19,Genk,Kortrijk,2.0,0.0,H,2021
B1,2020-12-20,Club Brugge,Gent,0.0,1.0,A,2021
B1,2020-12-20,Oud-Heverlee Leuven,Mechelen,1.0,2.0,A,2021
B1,2020-12-20,Standard,Mouscron,0.0,1.0,A,2021
B1,2020-12-20,Waasland-Beveren,Antwerp,0.0,3.0,A,2021
B1,2020-12-26,Club Brugge,Eupen,3.0,0.0,H,2021
B1,2020-12-26,Waregem,Cercle Brugge,1.0,0.0,H,2021
B1,2020-12-26,Kortrijk,Gent,1.0,0.0,H,2021
B1,2020-12-26,Oud-Heverlee Leuven,Oostende,1.0,2.0,A,2021
B1,2020-12-26,Standard,St Truiden,1.0,2.0,A,2021
B1,2020-12-27,Antwerp,Charleroi,2.0,1.0,H,2021
B1,2020-12-27,Genk,Waasland-Beveren,1.0,1.0,D,2021
B1,2020-12-27,Anderlecht,Beerschot VA,2.0,0.0,H,2021
B1,2020-12-27,Mechelen,Mouscron,2.0,1.0,H,2021
B1,2020-12-29,Eupen,Waregem,2.0,3.0,A,2021
B1,2020-12-30,St Truiden,Beerschot VA,1.0,0.0,H,2021
B1,2021-01-06,Eupen,Genk,1.0,4.0,A,2021
B1,2021-01-09,Waregem,Mouscron,1.0,0.0,H,2021
B1,2021-01-09,Cercle Brugge,Eupen,1.0,2.0,A,2021
B1,2021-01-09,Kortrijk,Genk,2.0,1.0,H,2021
B1,2021-01-09,Oostende,Charleroi,3.0,2.0,H,2021
B1,2021-01-10,Mechelen,Antwerp,3.0,0.0,H,2021
B1,2021-01-10,Beerschot VA,Gent,1.0,1.0,D,2021
B1,2021-01-10,Oud-Heverlee Leuven,Anderlecht,1.0,0.0,H,2021
B1,2021-01-10,St Truiden,Club Brugge,1.0,2.0,A,2021
B1,2021-01-11,Standard,Waasland-Beveren,3.0,1.0,H,2021
B1,2021-01-12,Oostende,Eupen,1.0,1.0,D,2021
B1,2021-01-13,Beerschot VA,Cercle Brugge,1.0,1.0,D,2021
B1,2021-01-15,Eupen,Anderlecht,2.0,0.0,H,2021
B1,2021-01-16,Oostende,Kortrijk,2.0,1.0,H,2021
B1,2021-01-16,Mouscron,Genk,2.0,0.0,H,2021
B1,2021-01-16,Waasland-Beveren,Waregem,1.0,5.0,A,2021
B1,2021-01-16,Charleroi,Mechelen,0.0,1.0,A,2021
B1,2021-01-17,Gent,Antwerp,0.0,1.0,A,2021
B1,2021-01-17,Cercle Brugge,Standard,0.0,1.0,A,2021
B1,2021-01-17,Beerschot VA,Club Brugge,0.0,3.0,A,2021
B1,2021-01-17,St Truiden,Oud-Heverlee Leuven,3.0,1.0,H,2021
B1,2021-01-19,Mouscron,Waasland-Beveren,1.0,1.0,D,2021
B1,2021-01-19,Anderlecht,Charleroi,3.0,0.0,H,2021
B1,2021-01-20,Kortrijk,St Truiden,0.0,2.0,A,2021
B1,2021-01-20,Eupen,Beerschot VA,3.0,1.0,H,2021
B1,2021-01-20,Mechelen,Standard,0.0,4.0,A,2021
B1,2021-01-20,Antwerp,Cercle Brugge,1.0,0.0,H,2021
B1,2021-01-20,Club Brugge,Oostende,2.0,1.0,H,2021
B1,2021-01-21,Waregem,Oud-Heverlee Leuven,2.0,3.0,A,2021
B1,2021-01-21,Genk,Gent,1.0,1.0,D,2021
B1,2021-01-22,Anderlecht,Waasland-Beveren,0.0,0.0,D,2021
B1,2021-01-23,Mechelen,Eupen,3.0,0.0,H,2021
B1,2021-01-23,Kortrijk,Cercle Brugge,1.0,2.0,A,2021
B1,2021-01-23,St Truiden,Mouscron,0.0,2.0,A,2021
B1,2021-01-23,Antwerp,Oostende,1.0,2.0,A,2021
B1,2021-01-24,Club Brugge,Genk,3.0,2.0,H,2021
B1,2021-01-24,Waregem,Beerschot VA,0.0,3.0,A,2021
B1,2021-01-24,Standard,Charleroi,3.0,2.0,H,2021
B1,2021-01-24,Oud-Heverlee Leuven,Gent,0.0,3.0,A,2021
B1,2021-01-26,Eupen,Antwerp,0.0,2.0,A,2021
B1,2021-01-26,Waasland-Beveren,Mechelen,2.0,3.0,A,2021
B1,2021-01-26,Mouscron,Anderlecht,1.0,1.0,D,2021
B1,2021-01-27,Beerschot VA,Kortrijk,0.0,0.0,D,2021
B1,2021-01-27,Genk,Waregem,3.0,2.0,H,2021
B1,2021-01-27,Charleroi,Oud-Heverlee Leuven,1.0,1.0,D,2021
B1,2021-01-27,Gent,St Truiden,1.0,1.0,D,2021
B1,2021-01-28,Cercle Brugge,Club Brugge,1.0,2.0,A,2021
B1,2021-01-28,Oostende,Standard,2.0,2.0,D,2021
B1,2021-01-29,Antwerp,Waasland-Beveren,3.0,2.0,H,2021
B1,2021-01-30,Mechelen,Genk,0.0,0.0,D,2021
B1,2021-01-30,Eupen,Mouscron,1.0,1.0,D,2021
B1,2021-01-30,Oud-Heverlee Leuven,Beerschot VA,0.0,1.0,A,2021
B1,2021-01-30,Kortrijk,Charleroi,1.0,3.0,A,2021
B1,2021-01-31,Club Brugge,Standard,3.0,1.0,H,2021
B1,2021-01-31,Waregem,Oostende,2.0,1.0,H,2021
B1,2021-01-31,Anderlecht,Gent,0.0,0.0,D,2021
B1,2021-01-31,St Truiden,Cercle Brugge,3.0,0.0,H,2021
B1,2021-02-05,Mouscron,Kortrijk,0.0,3.0,A,2021
B1,2021-02-06,Oostende,St Truiden,3.0,1.0,H,2021
B1,2021-02-06,Cercle Brugge,Mechelen,0.0,1.0,A,2021
B1,2021-02-06,Waasland-Beveren,Club Brugge,0.0,2.0,A,2021
B1,2021-02-06,Standard,Oud-Heverlee Leuven,1.0,1.0,D,2021
B1,2021-02-07,Beerschot VA,Antwerp,1.0,2.0,A,2021
B1,2021-02-07,Charleroi,Waregem,1.0,1.0,D,2021
B1,2021-02-07,Genk,Anderlecht,1.0,2.0,A,2021
B1,2021-02-07,Gent,Eupen,2.0,2.0,D,2021
B1,2021-02-12,Oud-Heverlee Leuven,Kortrijk,3.0,1.0,H,2021
B1,2021-02-13,St Truiden,Waregem,1.0,2.0,A,2021
B1,2021-02-14,Standard,Antwerp,1.0,1.0,D,2021
B1,2021-02-14,Beerschot VA,Mechelen,1.0,2.0,A,2021
B1,2021-02-14,Cercle Brugge,Anderlecht,0.0,0.0,D,2021
B1,2021-02-15,Gent,Mouscron,4.0,0.0,H,2021
B1,2021-02-17,Waasland-Beveren,Eupen,1.0,0.0,H,2021
B1,2021-02-17,Oostende,Genk,3.0,1.0,H,2021
B1,2021-02-19,Mechelen,Gent,1.0,1.0,D,2021
B1,2021-02-20,Eupen,Oostende,1.0,1.0,D,2021
B1,2021-02-20,Mouscron,Cercle Brugge,1.0,2.0,A,2021
B1,2021-02-20,Waasland-Beveren,Charleroi,1.0,1.0,D,2021
B1,2021-02-21,Anderlecht,Kortrijk,0.0,2.0,A,2021
B1,2021-02-21,Waregem,Standard,3.0,2.0,H,2021
B1,2021-02-21,Genk,Beerschot VA,1.0,2.0,A,2021
B1,2021-02-21,Antwerp,St Truiden,0.0,0.0,D,2021
B1,2021-02-22,Club Brugge,Oud-Heverlee Leuven,3.0,0.0,H,2021
B1,2021-02-26,Charleroi,Genk,1.0,2.0,A,2021
B1,2021-02-27,Cercle Brugge,Waasland-Beveren,2.0,0.0,H,2021
B1,2021-02-27,Oostende,Mechelen,2.0,0.0,H,2021
B1,2021-02-27,Kortrijk,Waregem,1.0,2.0,A,2021
B1,2021-02-28,Standard,Anderlecht,1.0,3.0,A,2021
B1,2021-02-28,Beerschot VA,Mouscron,2.0,2.0,D,2021
B1,2021-02-28,St Truiden,Eupen,0.0,2.0,A,2021
B1,2021-03-01,Oud-Heverlee Leuven,Antwerp,2.0,0.0,H,2021
B1,2021-03-05,Charleroi,St Truiden,0.0,0.0,D,2021
B1,2021-03-06,Eupen,Oud-Heverlee Leuven,3.0,3.0,D,2021
B1,2021-03-06,Waasland-Beveren,Beerschot VA,1.0,2.0,A,2021
B1,2021-03-06,Antwerp,Kortrijk,4.0,2.0,H,2021
B1,2021-03-07,Mouscron,Standard,1.0,0.0,H,2021
B1,2021-03-07,Club Brugge,Waregem,3.0,0.0,H,2021
B1,2021-03-07,Anderlecht,Mechelen,1.0,1.0,D,2021
B1,2021-03-07,Genk,Cercle Brugge,2.0,0.0,H,2021
B1,2021-03-08,Gent,Oostende,1.0,0.0,H,2021
B1,2021-03-12,Charleroi,Club Brugge,1.0,1.0,D,2021
B1,2021-03-15,Gent,Club Brugge,0.0,4.0,A,2021
B1,2021-03-19,Genk,Standard,2.0,2.0,D,2021
B1,2021-03-20,Mouscron,Oostende,0.0,1.0,A,2021
B1,2021-03-20,Eupen,Kortrijk,2.0,0.0,H,2021
B1,2021-03-21,Club Brugge,Antwerp,0.0,2.0,A,2021
B1,2021-03-21,Mechelen,Oud-Heverlee Leuven,2.0,2.0,D,2021
B1,2021-03-21,Anderlecht,Waregem,4.0,1.0,H,2021
B1,2021-03-21,Gent,Cercle Brugge,1.0,0.0,H,2021
B1,2021-04-03,Oostende,Waasland-Beveren,0.0,2.0,A,2021
B1,2021-04-03,St Truiden,Mechelen,2.0,1.0,H,2021
B1,2021-04-03,Kortrijk,Club Brugge,1.0,2.0,A,2021
B1,2021-04-04,Cercle Brugge,Beerschot VA,2.0,1.0,H,2021
B1,2021-04-04,Standard,Gent,2.0,1.0,H,2021
B1,2021-04-04,Charleroi,Mouscron,1.0,1.0,D,2021
B1,2021-04-05,Oud-Heverlee Leuven,Genk,2.0,3.0,A,2021
B1,2021-04-05,Waregem,Eupen,2.0,1.0,H,2021
B1,2021-04-05,Antwerp,Anderlecht,1.0,4.0,A,2021
B1,2021-04-06,Waasland-Beveren,St Truiden,2.0,4.0,A,2021
B1,2021-04-07,Beerschot VA,Charleroi,2.0,1.0,H,2021
B1,2021-04-09,Eupen,Standard,0.0,4.0,A,2021
B1,2021-04-10,Cercle Brugge,Oud-Heverlee Leuven,3.0,0.0,H,2021
B1,2021-04-10,Mechelen,Waregem,4.0,2.0,H,2021
B1,2021-04-10,Gent,Charleroi,4.0,0.0,H,2021
B1,2021-04-11,Genk,St Truiden,4.0,0.0,H,2021
B1,2021-04-11,Waasland-Beveren,Kortrijk,3.0,4.0,A,2021
B1,2021-04-11,Anderlecht,Club Brugge,2.0,1.0,H,2021
B1,2021-04-11,Beerschot VA,Oostende,1.0,2.0,A,2021
B1,2021-04-12,Mouscron,Antwerp,2.0,3.0,A,2021
B1,2021-04-17,Charleroi,Eupen,2.0,3.0,A,2021
B1,2021-04-17,Antwerp,Genk,3.0,2.0,H,2021
B1,2021-04-18,Club Brugge,Mouscron,4.0,2.0,H,2021
B1,2021-04-18,Kortrijk,Mechelen,1.0,4.0,A,2021
B1,2021-04-18,Oostende,Cercle Brugge,1.0,1.0,D,2021
B1,2021-04-18,Oud-Heverlee Leuven,Waasland-Beveren,1.0,2.0,A,2021
B1,2021-04-18,St Truiden,Anderlecht,0.0,1.0,A,2021
B1,2021-04-18,Standard,Beerschot VA,3.0,0.0,H,2021
B1,2021-04-18,Waregem,Gent,2.0,7.0,A,2021
D1,2020-09-18,Bayern Munich,Schalke 04,8.0,0.0,H,2021
D1,2020-09-19,Ein Frankfurt,Bielefeld,1.0,1.0,D,2021
D1,2020-09-19,FC Koln,Hoffenheim,2.0,3.0,A,2021
D1,2020-09-19,Stuttgart,Freiburg,2.0,3.0,A,2021
D1,2020-09-19,Union Berlin,Augsburg,1.0,3.0,A,2021
D1,2020-09-19,Werder Bremen,Hertha,1.0,4.0,A,2021
D1,2020-09-19,Dortmund,M'gladbach,3.0,0.0,H,2021
D1,2020-09-20,RB Leipzig,Mainz,3.0,1.0,H,2021
D1,2020-09-20,Wolfsburg,Leverkusen,0.0,0.0,D,2021
D1,2020-09-25,Hertha,Ein Frankfurt,1.0,3.0,A,2021
D1,2020-09-26,Augsburg,Dortmund,2.0,0.0,H,2021
D1,2020-09-26,Bielefeld,FC Koln,1.0,0.0,H,2021
D1,2020-09-26,Leverkusen,RB Leipzig,1.0,1.0,D,2021
D1,2020-09-26,Mainz,Stuttgart,1.0,4.0,A,2021
D1,2020-09-26,M'gladbach,Union Berlin,1.0,1.0,D,2021
D1,2020-09-26,Schalke 04,Werder Bremen,1.0,3.0,A,2021
D1,2020-09-27,Hoffenheim,Bayern Munich,4.0,1.0,H,2021
D1,2020-09-27,Freiburg,Wolfsburg,1.0,1.0,D,2021
D1,2020-10-02,Union Berlin,Mainz,4.0,0.0,H,2021
D1,2020-10-03,Dortmund,Freiburg,4.0,0.0,H,2021
D1,2020-10-03,Ein Frankfurt,Hoffenheim,2.0,1.0,H,2021
D1,2020-10-03,FC Koln,M'gladbach,1.0,3.0,A,2021
D1,2020-10-03,Stuttgart,Leverkusen,1.0,1.0,D,2021
D1,2020-10-03,Werder Bremen,Bielefeld,1.0,0.0,H,2021
D1,2020-10-03,RB Leipzig,Schalke 04,4.0,0.0,H,2021
D1,2020-10-04,Wolfsburg,Augsburg,0.0,0.0,D,2021
D1,2020-10-04,Bayern Munich,Hertha,4.0,3.0,H,2021
D1,2020-10-17,Augsburg,RB Leipzig,0.0,2.0,A,2021
D1,2020-10-17,Freiburg,Werder Bremen,1.0,1.0,D,2021
D1,2020-10-17,Hertha,Stuttgart,0.0,2.0,A,2021
D1,2020-10-17,Hoffenheim,Dortmund,0.0,1.0,A,2021
D1,2020-10-17,Mainz,Leverkusen,0.0,1.0,A,2021
D1,2020-10-17,Bielefeld,Bayern Munich,1.0,4.0,A,2021
D1,2020-10-17,M'gladbach,Wolfsburg,1.0,1.0,D,2021
D1,2020-10-18,FC Koln,Ein Frankfurt,1.0,1.0,D,2021
D1,2020-10-18,Schalke 04,Union Berlin,1.0,1.0,D,2021
D1,2020-10-23,Stuttgart,FC Koln,1.0,1.0,D,2021
D1,2020-10-24,Bayern Munich,Ein Frankfurt,5.0,0.0,H,2021
D1,2020-10-24,Mainz,M'gladbach,2.0,3.0,A,2021
D1,2020-10-24,RB Leipzig,Hertha,2.0,1.0,H,2021
D1,2020-10-24,Union Berlin,Freiburg,1.0,1.0,D,2021
D1,2020-10-24,Dortmund,Schalke 04,3.0,0.0,H,2021
D1,2020-10-25,Wolfsburg,Bielefeld,2.0,1.0,H,2021
D1,2020-10-25,Werder Bremen,Hoffenheim,1.0,1.0,D,2021
D1,2020-10-26,Leverkusen,Augsburg,3.0,1.0,H,2021
D1,2020-10-30,Schalke 04,Stuttgart,1.0,1.0,D,2021
D1,2020-10-31,Augsburg,Mainz,3.0,1.0,H,2021
D1,2020-10-31,Bielefeld,Dortmund,0.0,2.0,A,2021
D1,2020-10-31,Ein Frankfurt,Werder Bremen,1.0,1.0,D,2021
D1,2020-10-31,FC Koln,Bayern Munich,1.0,2.0,A,2021
D1,2020-10-31,M'gladbach,RB Leipzig,1.0,0.0,H,2021
D1,2020-11-01,Freiburg,Leverkusen,2.0,4.0,A,2021
D1,2020-11-01,Hertha,Wolfsburg,1.0,1.0,D,2021
D1,2020-11-02,Hoffenheim,Union Berlin,1.0,3.0,A,2021
D1,2020-11-06,Werder Bremen,FC Koln,1.0,1.0,D,2021
D1,2020-11-07,Augsburg,Hertha,0.0,3.0,A,2021
D1,2020-11-07,Mainz,Schalke 04,2.0,2.0,D,2021
D1,2020-11-07,RB Leipzig,Freiburg,3.0,0.0,H,2021
D1,2020-11-07,Stuttgart,Ein Frankfurt,2.0,2.0,D,2021
D1,2020-11-07,Union Berlin,Bielefeld,5.0,0.0,H,2021
D1,2020-11-07,Dortmund,Bayern Munich,2.0,3.0,A,2021
D1,2020-11-08,Wolfsburg,Hoffenheim,2.0,1.0,H,2021
D1,2020-11-08,Leverkusen,M'gladbach,4.0,3.0,H,2021
D1,2020-11-21,Bayern Munich,Werder Bremen,1.0,1.0,D,2021
D1,2020-11-21,Bielefeld,Leverkusen,1.0,2.0,A,2021
D1,2020-11-21,Hoffenheim,Stuttgart,3.0,3.0,D,2021
D1,2020-11-21,M'gladbach,Augsburg,1.0,1.0,D,2021
D1,2020-11-21,Schalke 04,Wolfsburg,0.0,2.0,A,2021
D1,2020-11-21,Ein Frankfurt,RB Leipzig,1.0,1.0,D,2021
D1,2020-11-21,Hertha,Dortmund,2.0,5.0,A,2021
D1,2020-11-22,Freiburg,Mainz,1.0,3.0,A,2021
D1,2020-11-22,FC Koln,Union Berlin,1.0,2.0,A,2021
D1,2020-11-27,Wolfsburg,Werder Bremen,5.0,3.0,H,2021
D1,2020-11-28,Augsburg,Freiburg,1.0,1.0,D,2021
D1,2020-11-28,Dortmund,FC Koln,1.0,2.0,A,2021
D1,2020-11-28,RB Leipzig,Bielefeld,2.0,1.0,H,2021
D1,2020-11-28,Stuttgart,Bayern Munich,1.0,3.0,A,2021
